房屋信息链接,房屋地址,户型,房屋面积,朝向,装修,楼层,年份,房屋类型,价格,城市
https://cq.lianjia.com/ershoufang/106121429143.html,古渡春色    -  九宫庙 ,2室1厅 ,51, 东南 , 精装 , 高楼层(共33层) ,2012, 板楼,35,杭州
https://cq.lianjia.com/ershoufang/106120302136.html,龙湖悠山小筑    -  礼嘉 ,2室2厅 ,76, 西南 , 简装 , 低楼层(共34层) ,2012, 塔楼,80,杭州
https://cq.lianjia.com/ershoufang/106119762997.html,御墅临枫    -  双福新区 ,3室2厅 ,85, 南 , 毛坯 , 高楼层(共33层)  ,暂无数据, 板塔结合,29.8,杭州
https://cq.lianjia.com/ershoufang/106120299143.html,远洋九公子    -  九曲河 ,3室2厅 ,133, 南 , 精装 , 中楼层(共8层) ,2019, 塔楼,188,杭州
https://cq.lianjia.com/ershoufang/106120189485.html,北岸江山西区    -  北滨路 ,2室2厅 ,85, 北 , 毛坯 , 高楼层(共33层) ,2013, 塔楼,102,杭州
https://cq.lianjia.com/ershoufang/106121504271.html,山水丽都    -  大石坝 ,3室2厅 ,81, 南 , 精装 , 中楼层(共7层)  ,暂无数据, 暂无数据,70,杭州
https://cq.lianjia.com/ershoufang/106119719948.html,金辉御江府    -  融侨半岛 ,3室2厅 ,126, 北 , 毛坯 , 33层 ,2016, 板塔结合,180,杭州
https://cq.lianjia.com/ershoufang/106119295698.html,融创御锦    -  汽博中心 ,3室2厅 ,106, 西南 , 毛坯 , 高楼层(共24层) ,2012, 板楼,120,杭州
https://cq.lianjia.com/ershoufang/106119926078.html,洋河花园    -  黄泥磅 ,2室1厅 ,74, 西南 , 简装 , 中楼层(共11层)  ,暂无数据, 板塔结合,59,杭州
https://cq.lianjia.com/ershoufang/106119342790.html,隆鑫爱琴海三期    -  蔡家 ,2室2厅 ,80, 东南 南 , 精装 , 高楼层(共9层) ,2016, 板楼,76,杭州
https://cq.lianjia.com/ershoufang/106120899225.html,保利观塘上锦    -  七公里 ,3室2厅 ,101, 东 , 精装 , 33层  ,暂无数据, 塔楼,118,杭州
https://cq.lianjia.com/ershoufang/106120990578.html,碧泉花园    -  花卉园 ,2室1厅 ,83, 东 , 简装 , 低楼层(共6层) ,2003, 塔楼,59.6,杭州
https://cq.lianjia.com/ershoufang/106118476986.html,九鼎名都    -  烈士墓 ,1室1厅 ,35, 南 , 简装 , 中楼层(共31层) ,2006, 塔楼,30,杭州
https://cq.lianjia.com/ershoufang/106118820822.html,世茂璀璨天城晏旸    -  汽博中心 ,4室1厅 ,137, 东 东南 , 毛坯 , 中楼层(共26层)  ,暂无数据, 塔楼,132,杭州
https://cq.lianjia.com/ershoufang/106121424574.html,国际家纺城绣色C区    -  回兴 ,3室2厅 ,66, 南 , 精装 , 高楼层(共31层) ,2013, 塔楼,52.8,杭州
https://cq.lianjia.com/ershoufang/106113599421.html,国富沙磁巷    -  劳动路 ,2室1厅 ,56, 东 , 精装 , 46层 ,2017, 塔楼,73,杭州
https://cq.lianjia.com/ershoufang/106116570351.html,瑞雪花园    -  两路 ,3室2厅 ,100, 东南 , 简装 , 低楼层(共9层)  ,暂无数据, 板楼,32,杭州
https://cq.lianjia.com/ershoufang/106121107374.html,大雅金开国际    -  园博园 ,3室1厅 ,88, 东南 , 精装 , 高楼层(共32层) ,2016, 塔楼,92.15,杭州
https://cq.lianjia.com/ershoufang/106121428980.html,金茂悦    -  蟠龙 ,2室2厅 ,58, 东 , 精装 , 34层 ,2016, 塔楼,63,杭州
https://cq.lianjia.com/ershoufang/106120365488.html,缘分庭    -  凤天路 ,2室1厅 ,61, 东南 , 精装 , 中楼层(共7层)  ,暂无数据, 板楼,47.5,杭州
https://cq.lianjia.com/ershoufang/106111960384.html,国博领馆一期    -  悦来 ,3室2厅 ,99, 东北 , 毛坯 , 46层 ,2017, 塔楼,77.2,杭州
https://cq.lianjia.com/ershoufang/106121404228.html,翠苑小区    -  石马河 ,1室1厅 ,64, 东 , 毛坯 , 7层  ,暂无数据, 平房,42,杭州
https://cq.lianjia.com/ershoufang/106120846557.html,燃气嘉陵小区    -  观音桥 ,3室2厅 ,108, 西 , 简装 , 高楼层(共33层) ,2003, 塔楼,96,杭州
https://cq.lianjia.com/ershoufang/106120885953.html,奥园越时代D区    -  茶园新区 ,3室1厅 ,77, 南 , 毛坯 , 18层 ,2017, 板塔结合,73,杭州
https://cq.lianjia.com/ershoufang/106121493964.html,天正璧城中央    -  璧山 ,2室2厅 ,71, 西北 , 精装 , 中楼层(共28层)  ,暂无数据, 塔楼,43.8,杭州
https://cq.lianjia.com/ershoufang/106121466430.html,南山筱筑    -  南山 ,1室1厅 ,48, 东 , 精装 , 6层 ,2015, 板塔结合,35,杭州
https://cq.lianjia.com/ershoufang/106121475139.html,天一新城    -  冉家坝 ,4室2厅 ,141, 东 , 精装 , 高楼层(共24层) ,2005, 塔楼,118,杭州
https://cq.lianjia.com/ershoufang/106120928357.html,首信凰冠壹号    -  老城片区 ,2室2厅 ,74, 南 , 精装 , 高楼层(共30层)  ,暂无数据, 塔楼,23.8,杭州
https://cq.lianjia.com/ershoufang/106121004801.html,龙湖源著北区    -  石子山 ,2室1厅 ,58, 东 , 精装 , 39层 ,2015, 塔楼,75,杭州
https://cq.lianjia.com/ershoufang/106121568461.html,江山赋阅山道    -  悦来 ,3室2厅 ,101, 北 , 毛坯 , 高楼层(共29层)  ,暂无数据, 塔楼,85,杭州
https://cq.lianjia.com/ershoufang/106121222605.html,华融现代城    -  海尔路 ,2室1厅 ,74, 南 , 精装 , 高楼层(共31层)  ,暂无数据, 塔楼,67,杭州
https://cq.lianjia.com/ershoufang/106120837295.html,富力白鹭湾鉴湖    -  璧山 ,3室2厅 ,101, 南 北 , 毛坯 , 高楼层(共17层)  ,暂无数据, 塔楼,62,杭州
https://cq.lianjia.com/ershoufang/106120400533.html,宏锦鑫都    -  李家沱 ,2室1厅 ,62, 东 , 精装 , 中楼层(共29层)  ,暂无数据, 塔楼,37.8,杭州
https://cq.lianjia.com/ershoufang/106120736991.html,融汇半岛江上公馆    -  融汇半岛 ,2室2厅 ,89, 西北 , 毛坯 , 中楼层(共33层)  ,暂无数据, 板塔结合,59,杭州
https://cq.lianjia.com/ershoufang/106121064514.html,龙湖U城听蓝湾二期    -  大学城 ,4室2厅 ,165, 南 北 , 精装 , 3层 ,暂无数据, 塔楼,310,杭州
https://cq.lianjia.com/ershoufang/106111007364.html,金科金辉美院A区    -  蔡家 ,3室2厅 ,91, 西南 , 毛坯 , 高楼层(共32层) ,2019, 塔楼,71,杭州
https://cq.lianjia.com/ershoufang/106114668898.html,望江府公园里    -  悦来 ,4室2厅 ,158, 南 北 , 毛坯 , 中楼层(共8层)  ,暂无数据, 暂无数据,165,杭州
https://cq.lianjia.com/ershoufang/106117777516.html,黛山道8号    -  璧山 ,3室2厅 ,96, 南 , 其他 , 中楼层(共15层)  ,暂无数据, 板楼,50,杭州
https://cq.lianjia.com/ershoufang/106109601028.html,盛世年华    -  工人村 ,2室2厅 ,102, 南 , 毛坯 , 低楼层(共27层)  ,暂无数据, 塔楼,60.8,杭州
https://cq.lianjia.com/ershoufang/106117880786.html,富力城天禧    -  大学城 ,3室2厅 ,101, 北 , 毛坯 , 高楼层(共33层)  ,暂无数据, 塔楼,77,杭州
https://cq.lianjia.com/ershoufang/106119748739.html,金城银樽    -  鸳鸯 ,2室1厅 ,61, 南 , 精装 , 中楼层(共18层) ,2005, 塔楼,66,杭州
https://cq.lianjia.com/ershoufang/106119618301.html,青青佳苑南苑    -  南坪 ,3室2厅 ,121, 东南 , 简装 , 18层 ,2004, 板楼,105,杭州
https://cq.lianjia.com/ershoufang/106119924490.html,中骏云景台    -  双福新区 ,3室2厅 ,89, 南 , 精装 , 低楼层(共29层)  ,暂无数据, 塔楼,45,杭州
https://cq.lianjia.com/ershoufang/106119671869.html,木鱼石花园    -  回兴 ,5室3厅 ,230, 东南 , 简装 , 低楼层(共5层)  ,暂无数据, 板楼,135,杭州
https://cq.lianjia.com/ershoufang/106120478373.html,鸥鹏御府    -  璧山 ,3室2厅 ,104, 东南 , 精装 , 中楼层(共31层)  ,暂无数据, 塔楼,65,杭州
https://cq.lianjia.com/ershoufang/106118397675.html,融汇国际温泉城    -  站西路 ,4室2厅 ,133, 南 , 精装 , 高楼层(共33层) ,2011, 塔楼,130,杭州
https://cq.lianjia.com/ershoufang/106120588951.html,康德27生活空间    -  大坪 ,1室1厅 ,59, 西南 , 简装 , 30层 ,2004, 塔楼,63,杭州
https://cq.lianjia.com/ershoufang/106115596566.html,金科金辉博翠山鉴博A    -  蔡家 ,4室2厅 ,118, 东南 , 毛坯 , 高楼层(共26层) ,2019, 板塔结合,74,杭州
https://cq.lianjia.com/ershoufang/106118830741.html,融汇温泉城童话里D区    -  梨树湾 ,3室2厅 ,95, 南 , 精装 , 33层 ,2014, 塔楼,102,杭州
https://cq.lianjia.com/ershoufang/106116190306.html,融汇温泉城童话里E区    -  梨树湾 ,3室1厅 ,71, 东北 , 精装 , 28层 ,2019, 塔楼,84.5,杭州
https://cq.lianjia.com/ershoufang/106120276435.html,重庆融创城二期    -  璧山 ,3室2厅 ,82, 东南 , 毛坯 , 高楼层(共26层)  ,暂无数据, 暂无数据,36,杭州
https://cq.lianjia.com/ershoufang/106118828401.html,罗宾森广场尚城华府    -  解放碑 ,2室2厅 ,82, 西北 , 精装 , 47层 ,2020, 塔楼,126,杭州
https://cq.lianjia.com/ershoufang/106121469511.html,中国摩三期柯榄佳苑    -  空港新城 ,2室2厅 ,71, 东南 , 毛坯 , 高楼层(共23层)  ,暂无数据, 塔楼,39.8,杭州
https://cq.lianjia.com/ershoufang/106121475139.html,天一新城    -  冉家坝 ,4室2厅 ,141, 东 , 精装 , 高楼层(共24层) ,2005, 塔楼,118,杭州
https://cq.lianjia.com/ershoufang/106121464262.html,洺悦府    -  大石坝 ,4室1厅 ,129, 南 , 精装 , 42层  ,暂无数据, 塔楼,175,杭州
https://cq.lianjia.com/ershoufang/106120837295.html,富力白鹭湾鉴湖    -  璧山 ,3室2厅 ,101, 南 北 , 毛坯 , 高楼层(共17层)  ,暂无数据, 塔楼,62,杭州
https://cq.lianjia.com/ershoufang/106120885953.html,奥园越时代D区    -  茶园新区 ,3室1厅 ,77, 南 , 毛坯 , 18层 ,2017, 板塔结合,73,杭州
https://cq.lianjia.com/ershoufang/106121568461.html,江山赋阅山道    -  悦来 ,3室2厅 ,101, 北 , 毛坯 , 高楼层(共29层)  ,暂无数据, 塔楼,85,杭州
https://cq.lianjia.com/ershoufang/106121222605.html,华融现代城    -  海尔路 ,2室1厅 ,74, 南 , 精装 , 高楼层(共31层)  ,暂无数据, 塔楼,67,杭州
https://cq.lianjia.com/ershoufang/106121440613.html,碧桂园渝南首府二期    -  李家沱 ,2室2厅 ,57, 西南 , 精装 , 低楼层(共18层)  ,暂无数据, 塔楼,60,杭州
https://cq.lianjia.com/ershoufang/106121404228.html,翠苑小区    -  石马河 ,1室1厅 ,64, 东 , 毛坯 , 7层  ,暂无数据, 平房,42,杭州
https://cq.lianjia.com/ershoufang/106118794748.html,北辰悦来壹号璟悦    -  悦来 ,3室2厅 ,98, 东南 , 毛坯 , 中楼层(共33层)  ,暂无数据, 塔楼,76,杭州
https://cq.lianjia.com/ershoufang/106121493964.html,天正璧城中央    -  璧山 ,2室2厅 ,71, 西北 , 精装 , 中楼层(共28层)  ,暂无数据, 塔楼,43.8,杭州
https://cq.lianjia.com/ershoufang/106121123035.html,云满庭C区    -  南坪 ,2室1厅 ,90, 南 , 简装 , 33层 ,2008, 板塔结合,83,杭州
https://cq.lianjia.com/ershoufang/106121063213.html,华宇北城雅郡    -  龙头寺 ,2室2厅 ,86, 南 , 精装 , 低楼层(共18层)  ,暂无数据, 板塔结合,95,杭州
https://cq.lianjia.com/ershoufang/106121004801.html,龙湖源著北区    -  石子山 ,2室1厅 ,58, 东 , 精装 , 39层 ,2015, 塔楼,75,杭州
https://cq.lianjia.com/ershoufang/106113682503.html,龙湖U城四组团    -  大学城 ,3室1厅 ,106, 南 西 , 毛坯 , 中楼层(共11层) ,2012, 板塔结合,128,杭州
https://cq.lianjia.com/ershoufang/106117672848.html,东海岸    -  大石坝 ,2室1厅 ,57, 西南 , 简装 , 低楼层(共17层) ,2010, 板塔结合,51.5,杭州
https://cq.lianjia.com/ershoufang/106116295462.html,御府观澜阁    -  龙洲湾 ,2室1厅 ,96, 东 东南 , 简装 , 高楼层(共25层) ,2012, 塔楼,59,杭州
https://cq.lianjia.com/ershoufang/106117327629.html,复地新城就    -  鸳鸯 ,3室2厅 ,105, 东 , 精装 , 中楼层(共33层) ,2013, 板塔结合,140,杭州
https://cq.lianjia.com/ershoufang/106117389969.html,复地新城就    -  鸳鸯 ,3室1厅 ,96, 东南 , 精装 , 低楼层(共33层) ,2013, 板塔结合,104,杭州
https://cq.lianjia.com/ershoufang/106109231091.html,盛豪首港城    -  大学城 ,3室2厅 ,87, 东 东南 南 , 精装 , 高楼层(共30层) ,2013, 板塔结合,60,杭州
https://cq.lianjia.com/ershoufang/106109878146.html,奥园康城A区    -  大坪 ,3室2厅 ,93, 东南 , 精装 , 33层 ,2009, 板塔结合,83,杭州
https://cq.lianjia.com/ershoufang/106111152308.html,鲁能泰山7号十九街区    -  中央公园 ,3室2厅 ,85, 南 , 毛坯 , 低楼层(共9层)  ,暂无数据, 板楼,103,杭州
https://cq.lianjia.com/ershoufang/106115617852.html,新城和昱麟云（一期）    -  双福新区 ,4室2厅 ,122, 南 , 其他 , 中楼层(共8层)  ,暂无数据, 板塔结合,73,杭州
https://cq.lianjia.com/ershoufang/106114668082.html,京汉凤凰城    -  龙洲湾 ,3室2厅 ,88, 东 , 毛坯 , 低楼层(共33层)  ,暂无数据, 塔楼,65,杭州
https://cq.lianjia.com/ershoufang/106110946321.html,和记黄埔御峰三期    -  南坪 ,2室2厅 ,75, 东南 , 毛坯 , 中楼层(共34层)  ,暂无数据, 塔楼,78,杭州
https://cq.lianjia.com/ershoufang/106115596566.html,金科金辉博翠山鉴博A    -  蔡家 ,4室2厅 ,118, 东南 , 毛坯 , 高楼层(共26层) ,2019, 板塔结合,74,杭州
https://cq.lianjia.com/ershoufang/106118830741.html,融汇温泉城童话里D区    -  梨树湾 ,3室2厅 ,95, 南 , 精装 , 33层 ,2014, 塔楼,102,杭州
https://cq.lianjia.com/ershoufang/106118790409.html,金洁南桥晓月    -  南桥寺 ,3室2厅 ,95, 东南 , 简装 , 中楼层(共29层) ,2007, 塔楼,95,杭州
https://cq.lianjia.com/ershoufang/106117524597.html,珠江城一期    -  李家沱 ,3室2厅 ,95, 东南 , 精装 , 低楼层(共27层) ,2017, 板塔结合,63,杭州
https://cq.lianjia.com/ershoufang/106117377746.html,阳光100国际新城    -  南滨路 ,2室1厅 ,96, 西北 , 其他 , 34层 ,2007, 板塔结合,85,杭州
https://cq.lianjia.com/ershoufang/106117409614.html,和泓阳光    -  丹龙路 ,2室2厅 ,88, 东南 , 精装 , 29层 ,2014, 板塔结合,89,杭州
https://cq.lianjia.com/ershoufang/106117826202.html,泊珏墅    -  悦来 ,5室1厅 ,326, 南 北 , 毛坯 , 低楼层(共3层) ,2017, 板楼,298,杭州
https://cq.lianjia.com/ershoufang/106117941850.html,金科中央公园城（璧山）5号6号9号门    -  璧山 ,2室2厅 ,71, 南 , 精装 , 高楼层(共18层)  ,暂无数据, 塔楼,49.8,杭州
https://cq.lianjia.com/ershoufang/106118571608.html,珠江城一期    -  李家沱 ,3室2厅 ,94, 西南 , 精装 , 中楼层(共26层)  ,暂无数据, 板塔结合,72,杭州
https://cq.lianjia.com/ershoufang/106111996597.html,北大资源燕南    -  马王乡 ,3室2厅 ,85, 东南 , 毛坯 , 32层 ,2019, 塔楼,82,杭州
https://cq.lianjia.com/ershoufang/106119051983.html,广电华府    -  人和 ,3室2厅 ,88, 南 , 其他 , 中楼层(共33层) ,2015, 板塔结合,98,杭州
https://cq.lianjia.com/ershoufang/106111176471.html,和美家园    -  鱼嘴 ,4室2厅 ,122, 东南 , 毛坯 , 低楼层(共30层)  ,暂无数据, 塔楼,51,杭州
https://cq.lianjia.com/ershoufang/106114743107.html,南方花园C5区    -  石桥铺 ,2室1厅 ,85, 南 北 , 简装 , 10层 ,2006, 板楼,55,杭州
https://cq.lianjia.com/ershoufang/106121448633.html,锦绣新城（江津）    -  滨江新城 ,3室2厅 ,117, 南 , 毛坯 , 低楼层(共7层)  ,暂无数据, 暂无数据,73,杭州
https://cq.lianjia.com/ershoufang/106120877340.html,北大资源燕南    -  马王乡 ,3室2厅 ,85, 南 , 精装 , 33层 ,2015, 塔楼,92,杭州
https://cq.lianjia.com/ershoufang/106121227070.html,绿城两江御园玉兰园    -  龙兴 ,3室2厅 ,109, 南 , 精装 , 中楼层(共11层)  ,暂无数据, 板楼,100,杭州
https://cq.lianjia.com/ershoufang/106120667067.html,临嘉村    -  沙滨路 ,2室1厅 ,65, 东 , 简装 , 低楼层(共13层)  ,暂无数据, 板楼,35,杭州
https://cq.lianjia.com/ershoufang/106120769411.html,城市阳光    -  嘉州 ,1室0厅 ,41, 西 , 精装 , 低楼层(共27层) ,2007, 塔楼,35,杭州
https://cq.lianjia.com/ershoufang/106120914902.html,宝桐花园    -  回兴 ,2室2厅 ,72, 东南 , 简装 , 中楼层(共7层)  ,暂无数据, 板楼,43.8,杭州
https://cq.lianjia.com/ershoufang/106121179410.html,帝豪雅苑    -  回兴 ,3室2厅 ,91, 东 , 简装 , 中楼层(共7层) ,2007, 板楼,58.8,杭州
https://cq.lianjia.com/ershoufang/106118479343.html,鲁能星城11街区    -  龙头寺 ,3室1厅 ,114, 南 北 , 简装 , 高楼层(共31层) ,2008, 塔楼,170,杭州
https://cq.lianjia.com/ershoufang/106120050884.html,东林道一二期    -  璧山 ,3室2厅 ,116, 东南 , 毛坯 , 高楼层(共25层)  ,暂无数据, 塔楼,70,杭州
https://cq.lianjia.com/ershoufang/106120038515.html,石油家益佳禾园B区    -  南桥寺 ,3室2厅 ,102, 南 , 精装 , 33层 ,2012, 板塔结合,80,杭州
https://cq.lianjia.com/ershoufang/106119774508.html,保利香槟花园D区    -  龙头寺 ,3室2厅 ,104, 北 , 精装 , 18层 ,2007, 板楼,108,杭州
https://cq.lianjia.com/ershoufang/106121525176.html,盛豪首港城    -  大学城 ,3室2厅 ,87, 南 , 精装 , 中楼层(共30层) ,2015, 塔楼,65,杭州
https://cq.lianjia.com/ershoufang/106106060020.html,首地江山赋(二手)    -  悦来 ,3室2厅 ,102, 西南 , 毛坯 , 33层 ,2016, 塔楼,88,杭州
https://cq.lianjia.com/ershoufang/106112545765.html,金科天宸2街区    -  西永 ,5室1厅 ,138, 北 , 毛坯 , 中楼层(共5层)  ,暂无数据, 塔楼,185,杭州
https://cq.lianjia.com/ershoufang/106111960384.html,国博领馆一期    -  悦来 ,3室2厅 ,99, 东北 , 毛坯 , 46层 ,2017, 塔楼,77.2,杭州
https://cq.lianjia.com/ershoufang/106119082910.html,升伟新天地    -  天星桥 ,1室0厅 ,40, 南 , 精装 , 高楼层(共20层) ,2014, 板塔结合,35,杭州
https://cq.lianjia.com/ershoufang/106119152820.html,渝兴新街坊    -  大竹林 ,1室1厅 ,65, 南 , 精装 , 中楼层(共25层)  ,暂无数据, 塔楼,68,杭州
https://cq.lianjia.com/ershoufang/106119229296.html,天佑山水国际    -  璧山 ,2室1厅 ,76, 南 北 , 精装 , 中楼层(共7层)  ,暂无数据, 板塔结合,23.6,杭州
https://cq.lianjia.com/ershoufang/106120076527.html,中海紫御江山御湾    -  江北嘴 ,3室1厅 ,129, 南 , 精装 , 33层 ,2015, 塔楼,235,杭州
https://cq.lianjia.com/ershoufang/106121395644.html,龙德悠彩郡    -  回兴 ,4室2厅 ,105, 东南 , 精装 , 中楼层(共28层) ,2014, 塔楼,98,杭州
https://cq.lianjia.com/ershoufang/106115033630.html,金洲商务大厦    -  杨家坪 ,2室1厅 ,109, 东南 , 简装 , 15层  ,暂无数据, 塔楼,52,杭州
https://cq.lianjia.com/ershoufang/106121278288.html,国际社区汇金街    -  弹子石 ,1室1厅 ,44, 南 , 毛坯 , 32层  ,暂无数据, 塔楼,21,杭州
https://cq.lianjia.com/ershoufang/106121096596.html,朵力尚美国际    -  二郎 ,2室1厅 ,56, 东 , 简装 , 27层 ,2007, 板塔结合,55,杭州
https://cq.lianjia.com/ershoufang/106118334599.html,环山国际    -  回兴 ,2室2厅 ,84, 西南 , 精装 , 中楼层(共28层)  ,暂无数据, 塔楼,89.9,杭州
https://cq.lianjia.com/ershoufang/106121136842.html,两山丽苑    -  璧山 ,3室2厅 ,121, 南 , 毛坯 , 中楼层(共33层)  ,暂无数据, 板塔结合,43.8,杭州
https://cq.lianjia.com/ershoufang/106117581778.html,骏逸蓝山    -  四公里 ,2室1厅 ,82, 北 , 简装 , 32层 ,2008, 板塔结合,70,杭州
https://cq.lianjia.com/ershoufang/106114476121.html,万达广场铭邸    -  南坪 ,2室1厅 ,85, 南 , 精装 , 33层 ,2009, 塔楼,84,杭州
https://cq.lianjia.com/ershoufang/106121366314.html,首地江山赋(二手)    -  悦来 ,3室2厅 ,92, 东南 , 毛坯 , 33层 ,2017, 塔楼,81,杭州
https://cq.lianjia.com/ershoufang/106118834081.html,南方上格林黄桷苑    -  五里店 ,4室2厅 ,147, 南 , 简装 , 中楼层(共18层) ,2002, 塔楼,115,杭州
https://cq.lianjia.com/ershoufang/106120166552.html,万科金色悦城四期    -  凤天路 ,2室1厅 ,74, 东 , 精装 , 33层 ,2017, 塔楼,83,杭州
https://cq.lianjia.com/ershoufang/106121216955.html,宗申动力城二期    -  李家沱 ,3室1厅 ,128, 东南 , 精装 , 高楼层(共25层) ,2010, 塔楼,65,杭州
https://cq.lianjia.com/ershoufang/106117179413.html,蓝溪谷地    -  天星桥 ,4室2厅 ,124, 南 , 毛坯 , 高楼层(共6层) ,2006, 板楼,154,杭州
https://cq.lianjia.com/ershoufang/106116927833.html,远洋公园高尔夫国际社区    -  龙洲湾 ,1室1厅 ,40, 西南 , 精装 , 高楼层(共9层) ,2013, 板塔结合,38.8,杭州
https://cq.lianjia.com/ershoufang/106119709784.html,依云雅筑    -  松树桥 ,2室1厅 ,78, 南 , 精装 , 中楼层(共32层) ,2010, 塔楼,77,杭州
https://cq.lianjia.com/ershoufang/106119903571.html,同景国际城香溪美岸    -  茶园新区 ,3室1厅 ,95, 南 , 精装 , 31层 ,2014, 塔楼,91,杭州
https://cq.lianjia.com/ershoufang/106119114272.html,秀湖鹭岛    -  璧山 ,2室2厅 ,72, 东南 , 精装 , 高楼层(共17层)  ,暂无数据, 板塔结合,48,杭州
https://cq.lianjia.com/ershoufang/106120851730.html,奥园国际城    -  华岩 ,3室2厅 ,89, 东南 , 精装 , 低楼层(共18层)  ,暂无数据, 塔楼,88,杭州
https://cq.lianjia.com/ershoufang/106118414537.html,锦绣广苑    -  新牌坊 ,3室2厅 ,132, 北 南 , 精装 , 低楼层(共13层) ,2005, 塔楼,125,杭州
https://cq.lianjia.com/ershoufang/106119782903.html,水墨林溪    -  桃花新城 ,3室2厅 ,91, 东南 , 精装 , 高楼层(共31层) ,2009, 塔楼,30.8,杭州
https://cq.lianjia.com/ershoufang/106120842892.html,万科城三期    -  照母山 ,2室2厅 ,78, 南 , 精装 , 33层 ,2014, 塔楼,92,杭州
https://cq.lianjia.com/ershoufang/106121397464.html,碧桂园（长寿）    -  桃花新城 ,3室2厅 ,115, 西 西北 , 精装 , 低楼层(共32层) ,2010, 塔楼,47.9,杭州
https://cq.lianjia.com/ershoufang/106117378522.html,建工东村    -  沙正街 ,3室1厅 ,73, 南 , 精装 , 低楼层(共9层)  ,暂无数据, 板楼,66,杭州
https://cq.lianjia.com/ershoufang/106113456734.html,金杜洋光    -  双碑 ,3室2厅 ,94, 东南 , 精装 , 高楼层(共21层) ,2007, 塔楼,59,杭州
https://cq.lianjia.com/ershoufang/106121221845.html,海语江山    -  海尔路 ,1室1厅 ,50, 东 , 精装 , 中楼层(共32层) ,2013, 塔楼,48.8,杭州
https://cq.lianjia.com/ershoufang/106120044754.html,塔坪    -  观音桥 ,2室1厅 ,61, 东南 , 简装 , 低楼层(共11层)  ,暂无数据, 暂无数据,49,杭州
https://cq.lianjia.com/ershoufang/106119478707.html,融汇温泉城童话里E区    -  梨树湾 ,3室1厅 ,84, 南 , 精装 , 33层  ,暂无数据, 塔楼,89,杭州
https://cq.lianjia.com/ershoufang/106112949194.html,协信公馆    -  解放碑 ,3室1厅 ,163, 西北 , 毛坯 , 49层 ,2012, 塔楼,258,杭州
https://cq.lianjia.com/ershoufang/106120792686.html,碧桂园渝南首府二期    -  李家沱 ,3室1厅 ,82, 东南 , 精装 , 高楼层(共18层) ,2020, 板塔结合,77,杭州
https://cq.lianjia.com/ershoufang/106119129757.html,融侨半岛香弥山1号    -  融侨半岛 ,3室2厅 ,132, 东 , 简装 , 17层 ,2008, 塔楼,101,杭州
https://cq.lianjia.com/ershoufang/106121022234.html,龙湖拉特芳斯二街区    -  西永 ,1室1厅 ,31, 南 , 精装 , 低楼层(共29层)  ,暂无数据, 塔楼,29.8,杭州
https://cq.lianjia.com/ershoufang/106117574844.html,华宇金沙时代南苑    -  沙滨路 ,3室2厅 ,111, 东北 , 精装 , 中楼层(共33层) ,2012, 塔楼,115,杭州
https://cq.lianjia.com/ershoufang/106118676085.html,爱加西西里    -  汽博中心 ,2室1厅 ,84, 东 东南 , 精装 , 中楼层(共24层) ,2011, 板塔结合,115,杭州
https://cq.lianjia.com/ershoufang/106121501061.html,复地城就    -  鸳鸯 ,4室2厅 ,114, 南 北 , 精装 , 高楼层(共32层) ,2010, 塔楼,136,杭州
https://cq.lianjia.com/ershoufang/106107622071.html,玲珑雅居    -  四公里 ,2室1厅 ,83, 东南 , 精装 , 18层 ,2004, 板塔结合,56,杭州
https://cq.lianjia.com/ershoufang/106121317654.html,元合悠哉悠宅    -  南桥寺 ,3室1厅 ,89, 南 , 精装 , 中楼层(共33层) ,2012, 塔楼,86,杭州
https://cq.lianjia.com/ershoufang/106121147464.html,金科天宸壹街区    -  西永 ,2室2厅 ,72, 南 , 精装 , 中楼层(共18层) ,2016, 板楼,76.8,杭州
https://cq.lianjia.com/ershoufang/106116425361.html,保利港湾国际    -  谢家湾 ,2室1厅 ,89, 南 , 精装 , 40层 ,2011, 塔楼,90.6,杭州
https://cq.lianjia.com/ershoufang/106118845973.html,嘉州花园    -  嘉州 ,3室1厅 ,126, 南 北 , 精装 , 低楼层(共18层) ,1997, 塔楼,98,杭州
https://cq.lianjia.com/ershoufang/106121446337.html,华宇锦绣花城    -  华岩 ,3室2厅 ,81, 南 , 精装 , 高楼层(共26层) ,2015, 塔楼,69,杭州
https://cq.lianjia.com/ershoufang/106121385911.html,康德国会山    -  南坪 ,2室1厅 ,59, 西南 , 精装 , 30层 ,2010, 塔楼,58,杭州
https://cq.lianjia.com/ershoufang/106119859252.html,西著七里二组团    -  西永 ,1室1厅 ,33, 南 , 精装 , 低楼层(共17层)  ,暂无数据, 板塔结合,25,杭州
https://cq.lianjia.com/ershoufang/106121255275.html,和泓江山国际    -  大坪 ,3室2厅 ,91, 西北 , 精装 , 40层 ,2017, 塔楼,124,杭州
https://cq.lianjia.com/ershoufang/106121429844.html,华宇林泉雅舍    -  杨公桥 ,1室1厅 ,52, 东南 , 精装 , 低楼层(共33层) ,2006, 塔楼,53,杭州
https://cq.lianjia.com/ershoufang/106118759490.html,锦绣嘉陵    -  观音桥 ,1室1厅 ,45, 南 , 精装 , 中楼层(共18层) ,2008, 塔楼,42.8,杭州
