小区名称,均价,在售套数,所在区,所在街道
江桥二弄87号,10040,2,临安区,临安
湖山新村,10039,5,临安区,临安
临天路2108号,10032,1,临安区,临安
大华路175号,10013,0,临安区,临安
苕溪人家,10012,3,临安区,临安
临天路106号,9999,3,临安区,临安
玲珑府园,9997,33,临安区,临安
临水路147号,9990,2,临安区,临安
钱王大街1598号,9982,0,临安区,临安
丁香南苑,9980,3,临安区,临安
江桥路159号,9961,1,临安区,临安
和谐小区,9953,3,临安区,临安
衣锦人家,9943,30,临安区,临安
大园新城南二区,9925,27,临安区,青山湖科技城
九州星座,9918,12,临安区,临安
君临雅苑,9916,0,临安区,临安
春芳满庭,9890,49,临安区,临安
吴越人家北区,9879,32,临安区,临安
新民街,9863,2,临安区,临安
公园家北区,9863,4,临安区,临安
衣锦街567号,9862,1,临安区,临安
百盛春天公社,9839,0,临安区,临安
锦绣山水苑,9812,43,临安区,临安
碧桂苑,9772,48,临安区,临安
亲和家园,9755,7,临安区,临安
吴越人家南区,9755,33,临安区,临安
药厂宿舍,9749,3,临安区,临安
杭氧和院,9743,208,临安区,青山湖科技城
水岸明珠,9737,4,临安区,临安
同德公寓,9704,8,临安区,临安
衣锦街539/541号,9702,2,临安区,临安
锦南人家三区,9673,53,临安区,临安
城中街245号,9655,1,临安区,临安
国瑞牧云里,9647,63,临安区,临安
城中花园(临安),9630,42,临安区,临安
锦桥路,9613,1,临安区,临安
沁雅苑,9599,4,临安区,临安
景杉路45号,9534,0,临安区,临安
临天路,9504,1,临安区,临安
横潭路,9503,0,临安区,临安
聚金商厦,9494,2,临安区,临安
水岸华府,9492,10,临安区,临安
东方公寓,9468,1,临安区,临安
恒盛锦园,9458,0,临安区,临安
百合公寓,9444,5,临安区,临安
功臣山路80号,9441,0,临安区,临安
钱王铂金大厦,9435,14,临安区,临安
时代公寓,9427,1,临安区,临安
云集金座,9419,80,临安区,临安
衣锦街,9411,1,临安区,临安
丰泽苑(临安),9409,8,临安区,临安
家和苑,9406,3,临安区,临安
秋水览山,9393,44,临安区,临安
新民街289-315号,9392,0,临安区,临安
景杉路571号,9390,1,临安区,临安
绿岛花园,9378,9,临安区,临安
功臣山路36号,9376,1,临安区,临安
马溪苑,9320,3,临安区,临安
南苑二区(临安),9318,20,临安区,临安
锦南人家,9295,71,临安区,临安
西林苑,9288,3,临安区,临安
临天路八弄52号,9287,1,临安区,临安
汇锦畔湖苑,9284,12,临安区,临安
玲珑花园,9281,66,临安区,临安
和合公寓,9267,5,临安区,临安
临安人家,9251,33,临安区,临安
锦北家园,9241,1,临安区,临安
世纪都市雅苑,9239,16,临安区,临安
会馆弄5号,9177,1,临安区,临安
钱王公寓,9174,2,临安区,临安
城中苑,9167,5,临安区,临安
勤俭弄44号,9118,0,临安区,临安
临天路2123号,9108,3,临安区,临安
江南路103号,9100,1,临安区,临安
畔湖路70号,9087,1,临安区,临安
新世纪公寓,9085,1,临安区,临安
长客公司宿舍,9082,2,临安区,临安
忆江南家园,9061,50,临安区,临安
江南商城,9012,10,临安区,临安
康宁苑,8990,2,临安区,临安
锦福新村,8989,10,临安区,临安
汇锦新村,8975,1,临安区,临安
临天十弄,8974,3,临安区,临安
钱王新村,8962,4,临安区,临安
临建宿舍,8959,3,临安区,临安
临天路八弄60号,8938,3,临安区,临安
平康路68号,8923,0,临安区,临安
江南公寓,8915,2,临安区,临安
锦天花园,8914,15,临安区,临安
宝亿御景园,8913,18,临安区,临安
城中街378号,8877,0,临安区,临安
潜洲幸福里,8820,10,临安区,临安
汇锦苑,8811,26,临安区,临安
联建房小区,8799,2,临安区,临安
锦城镇广场路7号,8782,1,临安区,临安
临水路219-221号,8764,1,临安区,临安
江桥路467号,8723,0,临安区,临安
景杉路620-624号,8717,1,临安区,临安
恒晟左邻右里,8693,32,临安区,临安
石镜街555号,8655,1,临安区,临安
临天路1889号,8637,1,临安区,临安
锦花公寓,8629,1,临安区,临安
西林人家,8623,1,临安区,临安
丽景苑(临安),8614,3,临安区,临安
锦都嘉园,8606,27,临安区,临安
商业城,8604,4,临安区,临安
景杉路614号,8591,1,临安区,临安
江南路市政宿舍,8577,3,临安区,临安
锦南新村,8566,31,临安区,临安
临天路2098号,8555,0,临安区,临安
钱王街374号,8548,0,临安区,临安
衣锦街571号,8545,1,临安区,临安
城中街374号,8523,0,临安区,临安
钱王大街512号,8479,1,临安区,临安
嘉和公寓,8463,1,临安区,临安
江南路36号,8460,0,临安区,临安
临天路1690,8439,1,临安区,临安
临天九弄,8435,2,临安区,临安
锦峰公寓,8426,5,临安区,临安
金桥公寓,8378,6,临安区,临安
回龙公寓,8361,3,临安区,临安
紫景苑,8354,5,临安区,临安
钱王街780号,8352,1,临安区,临安
万马公寓,8348,3,临安区,临安
青龙公寓,8347,3,临安区,临安
瑞麒佳苑,8317,5,临安区,临安
祥和嘉苑,8294,1,临安区,临安
吴越街528号,8280,4,临安区,临安
中国银行宿舍,8240,0,临安区,临安
万乐园,8208,12,临安区,临安
景杉路548号,8207,3,临安区,临安
临天路一弄,8205,2,临安区,临安
大华玲珑苑,8205,2,临安区,临安
水华苑,8157,4,临安区,临安
临天路2135号,8144,0,临安区,临安
工行宿舍,8122,1,临安区,临安
天目苑,8112,4,临安区,临安
明珠公寓,8109,1,临安区,临安
小王子宿舍,8109,0,临安区,临安
东亚溪雅香舍,8103,2,临安区,临安
钱王街448-450号,8098,1,临安区,临安
江桥一弄21号,8098,1,临安区,临安
香榭苑,8059,3,临安区,临安
景杉路589号,8044,0,临安区,临安
万乐西园,8033,8,临安区,临安
阳光苑,8019,3,临安区,临安
小王子路243-255号,8014,2,临安区,临安
湖塘公寓,8009,1,临安区,临安
天目路250号,8006,0,临安区,临安
轮胎厂宿舍,7995,1,临安区,临安
禄地名苑,7992,16,临安区,临安
临水路42-48号,7958,0,临安区,临安
桂花新村,7948,8,临安区,临安
安阁弄,7935,1,临安区,临安
临天二弄,7932,2,临安区,临安
石镜街,7932,1,临安区,临安
娄村浜,7901,0,临安区,临安
银杏公寓,7898,3,临安区,临安
钱王街501-515号,7872,1,临安区,临安
会馆弄13号,7868,1,临安区,临安
九龙公寓,7859,7,临安区,临安
石镜街692号,7856,0,临安区,临安
会馆弄18号,7835,3,临安区,临安
棋盘弄40号,7821,1,临安区,临安
金盾花园,7818,10,临安区,临安
锦桥路65号,7807,1,临安区,临安
南方公寓,7781,3,临安区,临安
於潜镇青兰阁,7781,7,临安区,临安
玫瑰苑,7778,10,临安区,临安
临水路177-2号,7768,2,临安区,临安
钱王街1558号,7765,0,临安区,临安
西苑小区(临安),7757,8,临安区,临安
吴越街580号,7744,1,临安区,临安
潜阳府,7743,12,临安区,临安
临水路193号,7732,0,临安区,临安
胜利巷29号,7729,1,临安区,临安
锦桥路34号,7729,1,临安区,临安
钱王街,7697,3,临安区,临安
侨资公司宿舍,7694,1,临安区,临安
唐昌学府,7614,2,临安区,临安
临水路114号,7567,0,临安区,临安
万隆公寓,7565,3,临安区,临安
临水公寓,7542,1,临安区,临安
纤维板厂宿舍,7537,3,临安区,临安
广苑小区,7536,2,临安区,临安
万马路19号,7523,2,临安区,临安
安阁弄59号,7490,1,临安区,临安
诚和公寓,7483,1,临安区,临安
钱王街1300,7475,0,临安区,临安
城中一苑,7453,5,临安区,临安
石镜街578号,7443,2,临安区,临安
农业局宿舍,7436,1,临安区,临安
天目家园,7402,7,临安区,临安
金家花园,7387,3,临安区,临安
国瑞花漫里,7382,76,临安区,临安
临天路1864号,7353,3,临安区,临安
供电所宿舍,7343,1,临安区,临安
江南路105号,7339,1,临安区,临安
平和家园南区,7330,0,临安区,临安
临天路八弄33号,7326,0,临安区,临安
锦城公寓,7300,2,临安区,临安
棋盘弄8号,7282,1,临安区,临安
华兴名盛苑,7238,8,临安区,临安
锦胜小区,7224,1,临安区,临安
百合苑,7220,2,临安区,临安
棋盘弄15号,7216,0,临安区,临安
石境街155-175号,7193,0,临安区,临安
外经委宿舍,7180,1,临安区,临安
柳溪湾,7143,0,临安区,临安
学溪苑,7103,1,临安区,临安
无线厂宿舍楼,7089,2,临安区,临安
棋盘弄11号,7075,1,临安区,临安
环宇小区,7039,1,临安区,临安
富康公寓,7022,1,临安区,临安
吴越街495号,7015,0,临安区,临安
医药公司宿舍,6954,1,临安区,临安
临水路,6926,2,临安区,临安
菜场弄,6890,1,临安区,临安
文澜苑,6847,4,临安区,临安
天江苑,6813,2,临安区,临安
食品宿舍,6769,0,临安区,临安
临天路2028号,6753,1,临安区,临安
景杉路610号,6744,2,临安区,临安
华能热电宿舍,6715,1,临安区,临安
天目路230-244,6695,1,临安区,临安
锦溪街127号,6693,0,临安区,临安
胜利苑,6654,0,临安区,临安
石镜街532-540号,6615,0,临安区,临安
临水路78-86号,6589,0,临安区,临安
临天路九弄49号,6575,1,临安区,临安
钱王街1255号,6545,1,临安区,临安
景杉路616号,6538,1,临安区,临安
景杉路528号,6509,1,临安区,临安
创世水岸银座,6466,1,临安区,临安
钱王街1545-1553号,6452,0,临安区,临安
恒锦苑,6409,4,临安区,临安
昌化人家,6183,1,临安区,临安
临天七弄,6160,2,临安区,临安
玲珑村,6101,2,临安区,临安
新城丽景,6091,0,临安区,临安
临安商城,6066,26,临安区,临安
挺进小区,6025,0,临安区,临安
天管局宿舍,6019,1,临安区,临安
临天路427号,5980,0,临安区,临安
大华路55号,5931,0,临安区,临安
勤俭弄,5926,2,临安区,临安
石镜街551号,5922,0,临安区,临安
玲珑嘉苑,5773,1,临安区,临安
天宇小区,5731,0,临安区,临安
龙锦苑,5697,4,临安区,临安
临天路1655号,5660,1,临安区,临安
於潜镇天元巷52号,5633,1,临安区,临安
北排街75-79号,5623,1,临安区,临安
华锦公寓,5556,1,临安区,临安
平和家园北区,5541,1,临安区,临安
白水涧山庄,5529,8,临安区,临安
水杉路41号,5503,1,临安区,临安
大华路18号,5465,0,临安区,临安
大华路,5286,1,临安区,临安
天苑小区,5133,1,临安区,临安
於潜镇潜阳路306号,5099,0,临安区,临安
潜阳路,5069,2,临安区,临安
灵溪村高湾,4837,1,临安区,临安
高虹街,4468,1,临安区,临安
青蓝雅苑,4093,1,临安区,临安
环城东路,4014,0,临安区,临安
曙光村,3959,2,临安区,临安
石镜街小区,暂无数据,0,临安区,临安
地上春天,暂无数据,0,临安区,临安
浅水湾庄园(城中街),暂无数据,0,临安区,临安
金基青云山居,暂无数据,12,临安区,临安
吉祥寺巷,暂无数据,0,临安区,临安
临天路1564号,暂无数据,0,临安区,临安
景杉路490号,暂无数据,0,临安区,临安
於潜镇樱花商业城,暂无数据,0,临安区,临安
钱王街425号,暂无数据,0,临安区,临安
石镜街526号,暂无数据,0,临安区,临安
桂花弄1号,暂无数据,0,临安区,临安
锦湖弄58号,暂无数据,0,临安区,临安
天平村,暂无数据,0,临安区,临安
畔湖路70-1号,暂无数据,0,临安区,临安
石镜街138号,暂无数据,0,临安区,临安
锦江路1406号,暂无数据,0,临安区,临安
临安农资大楼,暂无数据,0,临安区,临安
石镜街556号,暂无数据,0,临安区,临安
钱王大街1255-7号,暂无数据,0,临安区,临安
南苑小区粮机厂,暂无数据,0,临安区,临安
衣锦街545号,暂无数据,3,临安区,临安
计生宿舍,暂无数据,0,临安区,临安
钱王大街1405-327号,暂无数据,0,临安区,临安
大华路130号,暂无数据,0,临安区,临安
景杉路546号,暂无数据,0,临安区,临安
石镜街556号,暂无数据,0,临安区,临安
钱王大街1255-7号,暂无数据,0,临安区,临安
於潜镇樱花商业城,暂无数据,0,临安区,临安
钱王街1421/1423号,暂无数据,0,临安区,临安
临天路2065号,暂无数据,0,临安区,临安
棋盘弄23号,暂无数据,0,临安区,临安
西墅街429号,暂无数据,0,临安区,临安
功臣山小区,暂无数据,0,临安区,临安
交警队宿舍,暂无数据,0,临安区,临安
大华路118号,暂无数据,0,临安区,临安
大华路130号,暂无数据,0,临安区,临安
钱王大街1405-327号,暂无数据,0,临安区,临安
江桥二弄2,暂无数据,0,临安区,临安
钱王大街胜利巷,暂无数据,0,临安区,临安
苕溪南路10号,暂无数据,0,临安区,临安
膨润土矿宿舍,暂无数据,0,临安区,临安
公管所宿舍,暂无数据,0,临安区,临安
大气站宿舍,暂无数据,0,临安区,临安
兰锦路42-1号,暂无数据,0,临安区,临安
化建公司宿舍,暂无数据,0,临安区,临安
临水路149号,暂无数据,0,临安区,临安
棋盘弄42号,暂无数据,0,临安区,临安
临天路128号,暂无数据,0,临安区,临安
临水路197-3号,暂无数据,0,临安区,临安
银都公寓,暂无数据,0,临安区,临安
检察院宿舍,暂无数据,0,临安区,临安
衣锦街617号,暂无数据,0,临安区,临安
临天路九弄43号,暂无数据,0,临安区,临安
石镜街908号,暂无数据,0,临安区,临安
临安区新民街317号,暂无数据,0,临安区,临安
临天路2065号,暂无数据,0,临安区,临安
棋盘弄23号,暂无数据,0,临安区,临安
功臣山小区,暂无数据,0,临安区,临安
江桥二弄2,暂无数据,0,临安区,临安
交警队宿舍,暂无数据,0,临安区,临安
大华路118号,暂无数据,0,临安区,临安
苕溪南路10号,暂无数据,0,临安区,临安
钱王大街胜利巷,暂无数据,0,临安区,临安
锅炉厂宿舍,暂无数据,0,临安区,临安
畔湖路55/57号,暂无数据,0,临安区,临安
城中街139号,暂无数据,0,临安区,临安
临天八弄17号,暂无数据,0,临安区,临安
临天路254号,暂无数据,0,临安区,临安
临安农资大楼,暂无数据,0,临安区,临安
天平村,暂无数据,0,临安区,临安
桂花弄1号,暂无数据,0,临安区,临安
景杉路490号,暂无数据,0,临安区,临安
锦城镇商业城,暂无数据,0,临安区,临安
临天九弄41号,暂无数据,0,临安区,临安
锦江路,暂无数据,0,临安区,临安
钱王街601号,暂无数据,0,临安区,临安
苕溪南路2号,暂无数据,0,临安区,临安
锦城街道广场路1104-101,暂无数据,0,临安区,临安
锦溪街6号,暂无数据,0,临安区,临安
新民里,暂无数据,0,临安区,临安
临天路1582号,暂无数据,0,临安区,临安
锦城街道景杉路791号,暂无数据,0,临安区,临安
江南路38号,暂无数据,0,临安区,临安
西墅街,暂无数据,0,临安区,临安
功臣山路60号,暂无数据,0,临安区,临安
天马造纸宿舍,暂无数据,0,临安区,临安
兰锦路60号,暂无数据,0,临安区,临安
广场路(临安),暂无数据,0,临安区,临安
景杉路783号,暂无数据,0,临安区,临安
滨虹商务中心,暂无数据,0,临安区,临安
会馆弄9号,暂无数据,1,临安区,临安
江桥路417号,暂无数据,0,临安区,临安
棋盘弄,暂无数据,0,临安区,临安
钱王街1269号,暂无数据,0,临安区,临安
钱锦山庄,暂无数据,0,临安区,临安
畔湖路495号,暂无数据,0,临安区,临安
锦和家园,暂无数据,0,临安区,临安
城中街446号,暂无数据,0,临安区,临安
临天路1837号,暂无数据,0,临安区,临安
青山湖闲云居,暂无数据,1,临安区,临安
衣锦街428号,暂无数据,0,临安区,临安
临水路一弄18号,暂无数据,0,临安区,临安
临水路一弄11号,暂无数据,0,临安区,临安
临天路1578号,暂无数据,0,临安区,临安
临天八弄29号,暂无数据,0,临安区,临安
临天路1866号,暂无数据,0,临安区,临安
景杉路587号,暂无数据,0,临安区,临安
锦溪路76号,暂无数据,0,临安区,临安
钱王街741-765号,暂无数据,0,临安区,临安
南屏苑小区,暂无数据,0,临安区,临安
沙树路,暂无数据,0,临安区,临安
珺楠府,暂无数据,41,临安区,青山湖科技城
云安小镇,暂无数据,9,临安区,临安
临水路197-3号,暂无数据,0,临安区,临安
检察院宿舍,暂无数据,0,临安区,临安
衣锦街617号,暂无数据,0,临安区,临安
临天路九弄43号,暂无数据,0,临安区,临安
衣锦街545号,暂无数据,3,临安区,临安
供销社小区,暂无数据,0,临安区,临安
宝利·北秀苑,暂无数据,0,临安区,临安
小西门,暂无数据,0,临安区,临安
梅岭街33号,暂无数据,0,临安区,青山湖科技城
江南路2号,暂无数据,0,临安区,临安
白湖畈18号,暂无数据,0,临安区,临安
新民街124号,暂无数据,0,临安区,临安
天水巷5号,暂无数据,0,临安区,临安
棋盘弄17号,暂无数据,0,临安区,临安
长桥路65号,暂无数据,0,临安区,临安
临水路225号,暂无数据,0,临安区,临安
锦城街道临水路227号,暂无数据,0,临安区,临安
畔湖路121号,暂无数据,0,临安区,临安
锦湖弄,暂无数据,0,临安区,临安
临天路195号,暂无数据,0,临安区,临安
小西门16号,暂无数据,0,临安区,临安
临天路2200,暂无数据,0,临安区,临安
天工商贸大厦,暂无数据,0,临安区,临安
潜洲街103号,暂无数据,0,临安区,临安
安阁弄112号,暂无数据,0,临安区,临安
钱王街846号,暂无数据,0,临安区,临安
西墅街948号,暂无数据,0,临安区,临安
锦溪街137号,暂无数据,0,临安区,临安
临天路1580号,暂无数据,0,临安区,临安
天目管理局宿舍,暂无数据,0,临安区,临安
临水路225号,暂无数据,0,临安区,临安
临天路八弄51号,暂无数据,0,临安区,临安
沙树路19号,暂无数据,0,临安区,临安
棋盘弄17号,暂无数据,0,临安区,临安
太湖源镇金岫村,暂无数据,1,临安区,临安
潜阳路250号,暂无数据,0,临安区,临安
锦溪街137号,暂无数据,0,临安区,临安
梅岭街33号,暂无数据,0,临安区,青山湖科技城
新民街124号,暂无数据,0,临安区,临安
鑫盛忆家公寓,暂无数据,1,临安区,临安
广场路2号,暂无数据,0,临安区,临安
畔湖路119号,暂无数据,0,临安区,临安
畔湖路46号,暂无数据,0,临安区,临安
天目管理局宿舍,暂无数据,0,临安区,临安
兰锦路56号,暂无数据,0,临安区,临安
白湖畈18号,暂无数据,0,临安区,临安
临天路1580号,暂无数据,0,临安区,临安
钱王街1269号,暂无数据,0,临安区,临安
城中街446号,暂无数据,0,临安区,临安
畔湖路495号,暂无数据,0,临安区,临安
锦和家园,暂无数据,0,临安区,临安
佳源山湖印,暂无数据,0,临安区,临安
崇文路521号,暂无数据,0,临安区,青山湖科技城
回龙路213号,暂无数据,0,临安区,临安
功臣山路60号,暂无数据,0,临安区,临安
临天路1582号,暂无数据,0,临安区,临安
新民里,暂无数据,0,临安区,临安
临安九弄21号,暂无数据,0,临安区,临安
公交公司宿舍,暂无数据,0,临安区,临安
安阁弄112号,暂无数据,0,临安区,临安
锦城街道临水路227号,暂无数据,0,临安区,临安
西墅街948号,暂无数据,0,临安区,临安
江桥路162号,暂无数据,0,临安区,临安
棋盘弄,暂无数据,0,临安区,临安
文昌路36号,暂无数据,0,临安区,临安
浅隐云庐,暂无数据,0,临安区,临安
会馆弄9号,暂无数据,1,临安区,临安
经贸大厦(临安区),暂无数据,0,临安区,临安
滨虹商务中心,暂无数据,0,临安区,临安
湖语牧松,暂无数据,0,临安区,临安
云安小镇,暂无数据,9,临安区,临安
钱锦山庄,暂无数据,0,临安区,临安
钱王街741-765号,暂无数据,0,临安区,临安
南屏苑小区,暂无数据,0,临安区,临安
兰锦路60号,暂无数据,0,临安区,临安
江桥路417号,暂无数据,0,临安区,临安
广场路(临安),暂无数据,0,临安区,临安
景杉路783号,暂无数据,0,临安区,临安
锦溪路76号,暂无数据,0,临安区,临安
景杉路587号,暂无数据,0,临安区,临安
金岸大厦,暂无数据,1,临安区,临安
越秀星颂府,暂无数据,0,临安区,青山湖科技城
如沐清晖城,暂无数据,19,临安区,青山湖科技城
小区名称,均价,在售套数,所在区,所在街道
伊萨卡国际城排屋,56566,10,钱塘区,沿江北
保利鹭沙郡府,53847,24,钱塘区,沿江南
绿城春风金沙,42669,62,钱塘区,金沙湖
保利江语海,40777,114,钱塘区,高教园区东
和达御观邸,40067,46,钱塘区,金沙湖
坤和融创开元望金沙,37744,46,钱塘区,金沙湖
湖上春风里,37706,26,钱塘区,金沙湖
名城湖左岸,37180,60,钱塘区,金沙湖
龙湖滟澜山丽轩一期,35906,58,钱塘区,金沙湖
龙湖滟澜山澜轩,35842,83,钱塘区,金沙湖
绿城燕语春风居,35420,10,钱塘区,高教园区西
龙湖滟澜山茗轩南区三期,35358,44,钱塘区,金沙湖
德信中外公寓,35129,46,钱塘区,金沙湖
湖景居,35111,45,钱塘区,金沙湖
德信早城,34128,86,钱塘区,金沙湖
湖印光年府,33904,8,钱塘区,高教园区西
杭臻源,33564,7,钱塘区,金沙湖
听澜越府,33469,83,钱塘区,大学城北
杭望云潮城,33242,28,钱塘区,高教园区西
宝龙云滨湾,33119,51,钱塘区,高教园区东
广宇锦上文澜,32982,42,钱塘区,高教园区东
杭曜之城,32462,26,钱塘区,高教园区西
和达城,32326,94,钱塘区,高教园区西
宋都东郡国际朗湾,30882,55,钱塘区,大学城北
龙湖江与城江与珑府,30742,49,钱塘区,大江东
水云城,29763,50,钱塘区,大学城北
春咏风荷里,29763,12,钱塘区,工业园北
晓春城,29329,48,钱塘区,大学城北
桑达公寓,28833,6,钱塘区,高教园区东
阳光华城华翠园,28777,29,钱塘区,高教园区东
龙湖江与城江与东府,28296,35,钱塘区,大江东
上沙锦湖家园,28077,14,钱塘区,金沙湖
下沙铭都雅苑,27707,27,钱塘区,金沙湖
阳光华城华景园,27477,9,钱塘区,高教园区东
宋都东郡国际嘉湾,27362,90,钱塘区,大学城北
宋都晨光国际,27351,176,钱塘区,沿江南
金隅观澜时代天筑,26707,132,钱塘区,沿江南
金沙学府,26704,37,钱塘区,高教园区东
观澜时代云邸苑,26521,99,钱塘区,沿江南
新元金沙家园,26460,22,钱塘区,金沙湖
中沙东岸嘉园三区,26047,15,钱塘区,金沙湖
中沙东岸嘉园二区,25872,8,钱塘区,金沙湖
龙湖江与城江与锦城,25805,68,钱塘区,大江东
旭辉东湖城,25734,111,钱塘区,大江东
东海柠檬郡,25675,115,钱塘区,工业园南
东海未名园,25610,42,钱塘区,高教园区西
江山云樾南府,25555,36,钱塘区,大学城北
保利玫瑰之湾,25549,96,钱塘区,沿江南
盛泰名都公寓,25450,34,钱塘区,高教园区西
学林铭城,25231,5,钱塘区,金沙湖
华元云水苑,25202,25,钱塘区,高教园区东
世茂江滨花园碧景湾,25179,81,钱塘区,沿江南
观澜时代朗轩,25070,62,钱塘区,沿江南
金隅观澜时代瀚庭,25056,19,钱塘区,沿江南
佳源驭远玖墅,25008,17,钱塘区,大江东
景冉佳园,25001,79,钱塘区,高教园区东
精欧荣寓,24916,28,钱塘区,高教园区西
江山云樾西府,24731,8,钱塘区,大学城北
宋都东郡之星,24660,66,钱塘区,大学城北
丰隆百翘香江,24584,37,钱塘区,大学城北
月雅苑,24558,11,钱塘区,高教园区西
伊萨卡国际城鹭江园,24491,13,钱塘区,沿江北
下沙幸福雅苑,24390,15,钱塘区,金沙湖
德嘉金沙阳光,24209,43,钱塘区,金沙湖
朗诗国际街区,24150,124,钱塘区,沿江北
湖境观岚湾,24121,12,钱塘区,大江东
新沙家园,24063,13,钱塘区,金沙湖
保利城市果岭,23940,74,钱塘区,大学城北
江山云樾北府,23818,24,钱塘区,大学城北
香榭里花园,23751,30,钱塘区,高教园区西
宋都东郡国际锦湾,23706,49,钱塘区,大学城北
湾南德盛东苑,23561,20,钱塘区,工业园北
文苑风情,23476,52,钱塘区,高教园区西
中沙东岸嘉园一区,23379,4,钱塘区,金沙湖
智格新怡家园,23342,13,钱塘区,工业园南
杭州碧桂园,23338,109,钱塘区,大学城北
像之素公寓,23326,53,钱塘区,大学城北
保利东湾,23325,284,钱塘区,沿江南
融创城,23284,154,钱塘区,大江东
四季风景苑,23089,53,钱塘区,高教园区西
野风海天城,23052,163,钱塘区,沿江北
裕园公寓,23043,16,钱塘区,高教园区西
世茂江滨花园瑞景湾,22957,127,钱塘区,沿江南
铭和苑探梅坊,22764,17,钱塘区,金沙湖
德信大江源著,22650,40,钱塘区,大江东
铭和苑新荷坊,22491,22,钱塘区,金沙湖
头格江景家园一区,22481,18,钱塘区,九堡
东方水岚佳苑,22455,12,钱塘区,工业园北
伊萨卡国际城绮风园,22417,36,钱塘区,沿江北
文汇苑,22259,16,钱塘区,高教园区西
高沙百盛苑,22247,8,钱塘区,金沙湖
湖悦岚湾,22222,15,钱塘区,大江东
伊萨卡国际城浩泽园,22182,79,钱塘区,沿江北
世茂江滨花园峻景湾,22103,149,钱塘区,沿江南
龙润城,21919,119,钱塘区,大江东
元成东盛家园,21862,26,钱塘区,工业园北
头格江景家园二区,21733,23,钱塘区,九堡
七格幸福家园,21674,2,钱塘区,工业园南
龙湖滟澜星座,21619,20,钱塘区,金沙湖
福雷德广场,21609,32,钱塘区,高教园区西
梦琴湾,21415,96,钱塘区,沿江北
久映樾府,21355,0,钱塘区,大江东
铭和苑桂雨坊,21314,45,钱塘区,金沙湖
多蓝水岸听涛苑,21257,27,钱塘区,沿江北
枫漫小筑,21178,11,钱塘区,大江东
北银公寓,21041,31,钱塘区,高教园区西
华顺公寓,20881,0,钱塘区,高教园区西
阳光城兴耀花漾里,20868,19,钱塘区,大江东
金成潮塘轩,20793,16,钱塘区,大江东
多蓝水岸银沙苑,20784,30,钱塘区,沿江北
铭和苑柳翠坊,20664,25,钱塘区,金沙湖
多蓝水岸蓝波苑,20636,21,钱塘区,沿江北
金色和庄,20596,19,钱塘区,大江东
滨江新希望新城海名雅园,20325,153,钱塘区,大江东
兴耀岚漫之城,20269,15,钱塘区,大江东
宋都丽郡国际,20071,53,钱塘区,大江东
潮闻天下,19623,174,钱塘区,大江东
四季名门城市公寓,19263,11,钱塘区,高教园区西
多蓝水岸碧海苑,19243,44,钱塘区,沿江北
大业江东府,19121,16,钱塘区,大江东
清雅苑,18975,47,钱塘区,高教园区西
江东锦苑,18834,24,钱塘区,大江东
星央悦府,18401,67,钱塘区,大江东
广盛公寓,18260,3,钱塘区,大江东
至高钱塘一品,17827,33,钱塘区,大江东
翡玥府,17826,8,钱塘区,大江东
永宏叠家,17825,4,钱塘区,大江东
滨江华成大江之星,17731,36,钱塘区,大江东
德信大江壹号,17716,18,钱塘区,大江东
万固珺府,17669,67,钱塘区,大江东
琅琴湾,17609,59,钱塘区,大江东
大华潮悦前城,17456,85,钱塘区,大江东
春意江南名邸,17226,9,钱塘区,大江东
东原东傲城,16983,38,钱塘区,大江东
江东锦绣名座,16935,13,钱塘区,大江东
美郡园,16328,16,钱塘区,大江东
天元公寓,16195,41,钱塘区,工业园南
滨江春盛大江名筑,16164,13,钱塘区,大江东
阳光名城,16087,45,钱塘区,大江东
华克公寓,15980,5,钱塘区,大江东
御东湾,15838,27,钱塘区,大江东
杭房悦东方,15464,170,钱塘区,大江东
义蓬中路,15286,1,钱塘区,大江东
宋都新宸悦府,15102,42,钱塘区,大江东
钱民花苑,14942,3,钱塘区,大江东
德意义和苑,14921,21,钱塘区,大江东
东江公寓,14803,3,钱塘区,大江东
帝凯帝景园,14687,41,钱塘区,大江东
义盛路178号,14670,1,钱塘区,大江东
金逸雅苑,14525,8,钱塘区,大江东
九城渔人码头,14417,15,钱塘区,大江东
万泰华庭,14398,20,钱塘区,大江东
义蓬名苑,14103,3,钱塘区,大江东
诚意公寓,14094,3,钱塘区,大江东
华彩名府,14081,4,钱塘区,大江东
云上学府,14064,1,钱塘区,大江东
紫瑞华庭,13869,5,钱塘区,大江东
如意公寓,13632,18,钱塘区,大江东
继来路,13621,0,钱塘区,大江东
明意公寓,13498,12,钱塘区,大江东
江盛江南岸,13379,6,钱塘区,大江东
三迪枫丹雅居,13242,20,钱塘区,大江东
天府小区,13172,2,钱塘区,大江东
水畔华庭,13127,1,钱塘区,大江东
宏河嘉园,12980,34,钱塘区,大江东
润东府,12827,39,钱塘区,大江东
蓝色港湾,12611,34,钱塘区,大江东
云上澜苑,12561,7,钱塘区,大江东
盛都苑,12315,19,钱塘区,大江东
南沙新苑,12232,5,钱塘区,大江东
兴隆路,12198,1,钱塘区,大江东
文和公寓,12072,2,钱塘区,大江东
景悦家苑,12010,5,钱塘区,大江东
潮听名苑,11894,0,钱塘区,大江东
世茂江滨商业中心,11731,99,钱塘区,沿江南
